id,publisher,title,link,publish_details,read_time,content
260,mint,"India's economic growth at risk due to reform and policy barriers, warns Moody's",https://www.livemint.com/economy/indias-economic-growth-at-risk-due-to-reform-and-policy-barriers-warns-moodys-11684855133357.html,23 May 2023,,"New Delhi: India's economic growth is facing potential risks due to reform and policy barriers, according to research by Moody’s Investors Service. With India's position as the world's most populous country and the fifth-largest economy, these challenges could impede investment in the country's manufacturing and infrastructure sectors, it added.

Moody's Investors Service underscored the significance of addressing these barriers to fully unlock India's growth potential. Limited economic liberalization and slower policy implementation pose threats to the country's investment landscape, according to the report.

The report pointed out that rising per capita income and a growing working-age population are driving consumption in India. The presence of a young and educated workforce, the increasing number of nuclear families, and rapid urbanization contribute to a strong demand for housing, cement, and new cars. The government's focus on infrastructure spending further strengthens the steel and cement industries, while India's commitment to achieving net-zero emissions drives investments in renewable energy.

Moody's considers the larger production capacity in these sectors as a credit positive for rated companies, as long as they effectively manage execution risks with financial discipline.

Looking ahead to 2030, India has set ambitious goals to achieve significant growth across multiple sectors. The manufacturing and infrastructure sectors are expected to grow at an annual rate of 3% to 12% throughout the decade. However, India's capacity is projected to remain behind that of China, which currently holds a stable A1 rating from Moody's.

Leading companies in India are planning investments of around $150 billion to expand capacity, necessitating access to multiple funding sources. Moody's notes that most rated companies can handle a rise in debt to support these investments.

The success of India's infrastructure development and transition to green energy depends on substantial investment. Favorable policies and cost competitiveness are expected to support India's target of tripling its renewable energy capacity to 500 gigawatts by 2030.

Additionally, increased investments in airports will drive rapid expansion in the aviation sector. The ability of rated companies to deliver on planned investments will rely on the availability of funding, with the private sector playing a crucial role. However, Moody's warns that leverage for rated companies involved in the rollout is expected to remain high.

With central bank controls in place, corporate growth in India is anticipated to be primarily funded domestically. A cost ceiling on foreign-currency borrowings restricts cross-border issuance to blue-chip companies. Consequently, banks and the domestic bond market will play a significant role in financing new investments. Indian banks have the capacity to expand their loans by approximately 15% over the next two years, with private sector banks well-positioned for growth.

Despite the positive outlook, Moody's emphasizes the risks posed by reform and policy barriers to the pace of investment in India's manufacturing and infrastructure sectors. The complexity of decision-making bureaucracy reduces India's attractiveness as a destination for foreign direct investment, especially when compared to competing developing economies in the region such as Indonesia and Vietnam.

Challenges related to prolonged project gestation, including uncertainties around land acquisition approvals, regulatory clearances, license procurement, and business setup procedures, further compound the situation. India's limited multilateral liberalization in regional trade agreements is also expected to weigh on foreign investments.

Moody's acknowledges the ongoing efforts by the Indian government to combat corruption, formalize economic activity, and strengthen tax collection and administration. These endeavors, if effectively implemented, hold the potential to drive higher economic growth.

Addressing reform and policy barriers becomes crucial as India aims to unlock its economic potential and attract investments. Moody's Investors Service highlights the importance of sustained efforts to promote economic liberalization and ensure efficient policy implementation. By doing so, India can solidify its position as a vibrant and prosperous global economy.

Milestone Alert!Livemint tops charts as the fastest growing news website in the world 🌏 Click here to know more."
261,mint,Consumer confidence improves among urban Indians in May: Report,https://www.livemint.com/economy/consumer-confidence-improves-among-urban-indians-in-may-report-11684823126204.html,23 May 2023,,"New Delhi: Consumer confidence among urban Indians improved in May, showing a 3.2 percentage points increase in the primary consumer sentiment index compared to the previous month, according to Refinitiv-Ipsos.

The monthly primary consumer sentiment index (PCSI) is an aggregation of four sub-indices that captures how a set of consumers feel about their jobs, economic expectations, investment climate and personal financial conditions.

Interestingly, in May, all four sub-indices reported an uptick compared to the previous month.

The PCSI employment confidence or job sub-index is up 4.4 points; the PCSI economic expectations sub-index is up 2.3 points while the PCSI investment climate sub-index is up 2.5 points. The PCSI current personal financial conditions sub-index is up 3 points over last month.

“Consumer confidence of urban Indians has improved over the previous month and Indians are more confident about snagging jobs, feel positive about their personal finances, investments and have more confidence in the country’s economy. This truly means consumers are buoyant and have monies to run their monthly household expenses; have funds for discretionary spends, savings and spending on big ticket items; are confident about jobs and about the country’s economic conditions which sends positive feelers,"" says Amit Adarkar, CEO, Ipsos India.

Meanwhile, India ranked third in the pecking order in consumer confidence across all 29 markets covered in the survey.

Since March 2023, Ipsos India moved from covering the survey only online to include an expanded offline sample, using the Ipsos IndiaBus.

""We are happy to release our first report after migrating to a new methodology, of improved metrics and a more robust urban sample for India of 2200 respondents – both netizens (400) and offline sample size (1800),"" Adarkar said.

Survey results are based on interviews with over 21,200 adults across 29 markets. The survey results for these countries should be viewed as reflecting the views of the more connected segment of their populations. India’s sample represents a large subset of its urban population with social economic classes A, B, C in metros and tier 1-3 town classes across all four zones.

Milestone Alert!Livemint tops charts as the fastest growing news website in the world 🌏 Click here to know more."
262,mint,"₹2,000 note withdrawal: ‘Glad that foolish move is withdrawn’ P Chidambaram | Mint Primer",https://www.livemint.com/videos/2000-note-withdrawal-glad-that-foolish-move-is-withdrawn-p-chidambaram-mint-primer-11684820912832.html,23 May 2023,,"₹ 2,000 note withdrawal: ‘Glad that foolish move is withdrawn’ P Chidambaram | Mint Primer

Updated: 23 May 2023, 11:20 AM IST

Join us as we delve into the recent decision by In... moreJoin us as we delve into the recent decision by India to withdraw its highest currency note, the ₹2000 rupee, from active circulation. In this video, we explore the gradual approach taken by the government and the implications of this move on the Indian economy.Discover why Chidambaram refers to the introduction of the ₹2000 note as a foolish move and his thoughts on the government's objective of rooting out black money. Explore the implications of this decision on the Indian banking system and the potential reintroduction of the ₹1000 note."
263,mint,How to make sense of India’s official growth estimates,https://www.livemint.com/opinion/columns/how-to-make-sense-of-india-s-official-growth-estimates-11684774735420.html,23 May 2023,,"Next Wednesday, the national accounts division at India’s statistics ministry will release the provisional national income estimates for the last fiscal year (2022-23) along with quarterly estimates for the March-ended quarter. Since we are going to be bombarded with a number of misleading claims on what those numbers signify, this column is meant to vaccinate you against those assertions.

The gross domestic product (GDP) of any country is widely considered to be an important barometer of its economic health. Given that it is used as a universal denominator to standardize levels of public debt (using the debt-GDP ratio) or stock market capitalization (market cap-GDP ratio) across time and space, movements in GDP and its subcomponents attract a great deal of attention. Unfortunately, the process through which GDP is compiled does not get enough attention. Hence, most analyses of the GDP numbers do not take into account their limitations.

This is a curious historical anomaly, since the pioneers of national accounting—Colin Clark, Simon Kuznets, J.M. Keynes, and V.K.R.V. Rao—were all intimately aware of the errors involved in estimating national income estimates. In his 1941 book National Income and Its Composition, Kuznets derived error estimates for each sector of the American economy. His analysis suggested that the estimates of American national income were subject to an error margin of +/- 10%. Rao, alongwith P.C. Mahalanobis and D.R. Gadgil, arrived at similar error margins for India in the final report of the National Income Committee in 1954.

The examples set by these pioneers were lost on their followers. Modern-day national accountants do not provide any error estimates while publishing national accounts figures. This leads many who are unfamiliar with national accounting methods to believe that such errors simply don’t exist.

The consequences of such errors can be staggering, and can be illustrated with a simple example. Consider an economy with high quality databases, Perfect Land, where the reported GDP is estimated with an error margin of +/-1% each year. Suppose the reported size of its economy was 1,000 in 2021 and 1060 in 2022. This means that the actual range for the size of the economy was [990, 1010] in 2021 and [1049, 1071] in 2022. Perfect Land’s reported GDP growth in 2022 was 6% [(1060-1000)/1000] but its actual growth rate could have been anywhere between 8% [(1071-990)/1000] and 4% [(1049-1010)/1010].

Now consider another economy, Imperfect Land, where the databases used for national accounting have several holes. Suppose it reported the same GDP figures for 2021 and 2022 as Perfect Land, but those came with error margins of +/-5%. It can be shown that a reported growth rate of 6% for Imperfect Land would mean actual growth anywhere between 17% and -4%. Year-on-year growth rates in this case almost lose meaning. Any growth comparison between Perfect Land and Imperfect Land would also turn out to be misleading.

India’s national accounts system perhaps lies somewhere between Perfect Land and Imperfect Land. Given the weaknesses in India’s statistical system, annual data on many sectors is unavailable. India’s national accountants use outdated data, heroic assumptions and rough proxies to fill these gaps in the national accounting database. Hence, the first step to make sense of our growth rates is to put an error band around GDP figures and GDP growth rates. You can apply your own judgement on how big those error bands should be, depending on whether you think India is closer to Perfect Land or Imperfect Land.

Second, even if the final GDP estimates of a country are as accurate as those of Perfect Land, the provisional GDP estimates may still have wide error margins and resemble those of Imperfect Land. This is true for all countries, but more so for developing countries such as India, where reliable high-frequency indicators are unavailable for many sectors. So it is wise to factor in wider error bands for provisional or advance or quarterly estimates of GDP. These estimates are calculated using a quick-and-dirty method that Indian national accountants are not very proud of. But it is these ‘kuccha’ estimates that are used most by economists and policymakers.

Third, the error bands for sectoral components of GDP are likely to be much higher than for the aggregate. This also reflects in revision patterns. A 2017 analysis of GDP revisions by the economists Amey Sapre and Rajeswari Sengupta showed that the extent of revisions was much more for some sectors such as mining and trade than for agriculture. Since some sectoral revisions tended to cancel out others, the extent of revisions in the aggregate GDP figure were less than the average sectoral revision.

Fourth, look at a broader set of indicators to cross-check what the national accounts statistics are telling you. If alternate indicators for a particular sector paint a similar picture as the national accounts data, there is good reason to believe it. If there is a mismatch, you should treat the national account estimates with caution. Finally, ignore the circus around growth forecasts. When an army of national accountants is unable to provide a final estimate of GDP in the year gone by, there is little reason to believe that any economist can forecast next year’s growth rate till the first decimal.

The author is a Chennai-based journalist. His Twitter handle is pramit_b"
264,mint,India could consider adopting a well-targeted interest rate policy,https://www.livemint.com/opinion/columns/india-could-consider-adopting-a-well-targeted-interest-rate-policy-11684774646696.html,23 May 2023,,"Given the paucity of policy tools, the Reserve Bank of India (RBI), like any central bank, faces a trade-off. So, the usual prevailing interest rate policy is not very effective in maintaining a reasonable level of output, and low and stable inflation.

Also, we are not always conscious that the prevailing interest rate policy includes a quasi tax-subsidy scheme. In a recession, when RBI lowers the interest rate, it gives a quasi subsidy to borrowers and simultaneously imposes a quasi tax on savers. So, the policy is blunt, as it affects savers and not just borrowers. Savers include the middle class and retirees; they are hit when interest rates are low.

Furthermore, changes in interest rates affect asset prices. This can, in turn, affect banking stability (this is happening in the US and even Europe at present). So, the prevailing policy is problematic again.

Tinkering with the prevailing policy, now and then, will no longer do. We need an alternative policy. This too involves a tax-subsidy scheme, but the working and the institutional set-up turn out to be very different. A simplified version of parts of the new policy solution in case of a closed economy is presented here. This is based on this author’s forthcoming book, Macroeconomics and Asset Prices: Thinking Afresh on Policy.

Let us begin with the obvious. An interest rate is a relative price. It can be determined by market forces of demand and supply. However, such an interest rate may not be right. It is proposed that the ministry of finance (MoF) intervenes and uses a clear tax-subsidy scheme on the ‘advice’ of a new and independent advisory body. All this is instead of the central bank using a quasi tax-subsidy scheme.

The proposed policy to be carried out by the MoF would pave the way for RBI to focus on one objective, which is maintaining low and stable (core) inflation. It can do so by using the money that it issues, and not the interest rate, as its key policy tool; basically, the interest rate needs to be left to the market and MoF.

Under the proposed policy, the MoF affects the interest rate for the purpose of maintaining real investment and aggregate output more generally, and RBI uses the money it issues to take care of inflation. We now have two objectives and two policy tools!

Under the proposed policy, RBI may need to consider what the MoF does and vice-versa, but in principle, there is no trade-off in policymaking. This is because the clear tax-subsidy scheme is not a mere replacement of the quasi tax-subsidy scheme; it is an additional and separate policy tool.

We have had a need for coordination between the MoF and RBI in the context of the prevailing policy as well; this is about the fiscal deficit and its possible impact on inflation. However, the coordination in the proposed policy is different; this is about the clear tax-subsidy scheme that can affect the interest rate and money.

The proposed clear tax-subsidy scheme is for real investment. It is not for financial investment. And, it is for borrowers, not for savers. So, it is well-targeted and not blunt.

But what about incidence? Under the proposed policy, the MoF gives a subsidy. This raises the demand for funds and so the interest rate observed in the market moves up towards the normal level, even as the effective interest rate for borrowers in the context of real investment goes down. Given that the interest rate observed in the market moves towards the normal level, asset prices and interest incomes are, ceteris paribus, moved towards normal levels as well; these are not destabilized.

A similar analysis can be used to show the usefulness of the proposed interest rate policy in an economic boom.

An interest rate policy is no panacea. And the point is not that it should include subsidies or taxes. That is happening anyway. The point is to switch from a quasi tax-subsidy scheme to a clear tax-subsidy scheme that is effective and well-targeted. And, given that it is well-targeted, it is also relatively small-sized. Though there may be some misuse of the proposed scheme, note that the prevailing scheme can be availed widely by its very nature.

We may say that the prevailing quasi tax-subsidy scheme run by RBI is self-financing; the quasi tax on one group is used to implicitly finance the quasi subsidy for another group within the same period. In contrast, the proposed clear tax-subsidy scheme implies some rise in the fiscal deficit in a recession and a reduction in the fiscal deficit during a boom, but all this is desirable; it is consistent with Keynesian fiscal policy.

The trade-off between policy objectives is different from the trade-off between ‘guns and butter’. The latter is inescapable. The former is not, if we use the proposed policy.

Some aspects of the prevailing policy may resemble some parts of the proposed policy (for example, changing reserve money after considering the money multiplier and velocity of money). But on the whole, the proposed policy is very different. It can be far more useful.

The author is visiting professor, Ashoka University

Milestone Alert!Livemint tops charts as the fastest growing news website in the world 🌏 Click here to know more."
265,mint,Downside risks to growth and upside risks to inflation: Finance Ministry,https://www.livemint.com/economy/downside-risks-to-growth-and-upside-risks-to-inflation-finance-ministry-11684762625765.html,22 May 2023,,"NEW DELHI : India's economic growth and inflation are likely to witness risks from uncertain stemming from weather conditions, the department of economic affairs under the finance ministry said in its monthly economic report for April, even as it mentioned the upside from domestic consumption.

“There are downside risks to growth and upside risks to inflation, partly channelled through the external sector and partly originating from weather uncertainties,"" the ministry said.

While it noted that inflationary pressures across countries were waning on the back of easing international commodity prices barring precious metals, following weakened prospects for global demand and improving supply chains, it cautioned that price levels may continue to remain above pre-pandemic levels if geo-political tensions intensify, weather conditions become unfavourable, higher than anticipated demand emerges from China or if oil supplies tighten up more than anticipated levels.

“Prices of commodities sensitive to El Niño effects, such as coffee, rice, palm oil, and natural rubber, need to be continuously monitored,"" it said.

Softening of international prices affected India’s inflation favourably with WPI inflation declining to 33-month low of -0.9% in April 2023, after remaining in double digits for 18 months. Retail inflation also gradually declined from a peak of 7.8% in April 2022 to an 18-month low of 4.7% in April this year. Sticky core inflation has moderated significantly to almost a three-year low in April, signalling a pass-through of lower input costs by producers.

However, the government is expecting tailwinds that are expected from domestic consumption, which has seen steady growth, and from investments into capacity creation and real estate. “Yet a strong point going India’s way is the strength of its domestic demand. Consumption has shown steady and broad based growth, while investment in capacity creation and real estate is finding traction,"" it added.

The government is also expecting bumper harvest of food grains in FY23. Good prospects for the kharif season in FY24 are expected to keep food inflation low in the upcoming months.

“The forecast of a normal monsoon, surplus water reservoir levels, adequate availability of seeds and fertilisers, and robust tractor sales augurs well for a healthy kharif sowing season starting in June 2023,"" it said. It also added that despite unseasonal rains, there will be smooth public procurement of wheat, which will augment food security. The report noted that food grains production is expected to be at 32.4 crore tonnes, 2.5% higher than the previous year’s estimate and achieving record production levels for the seventh consecutive year. Besides food grain, production of oilseeds and sugarcane production is also estimated to reach record production levels.

It also highlighted high frequency indicators in April, that appeared to be promising. For instance, GST collections showing commercial activity of March, were pushed up by the widening of the tax base and heightened economic activity. Index of Industrial Production (IIP) and Eight Core Industries Index (ECI) averaged steady growth in Q4 of FY23, added to capacity utilisation hovering close to 75% two quarters earlier. Air passenger traffic in the last quarter of FY23 finally moved beyond pre-pandemic levels. PMI manufacturing was at a four-month high in April 2023, while PMI-services, in the same month, expanded at the fastest pace in 13 years. Within the services sector, rail freight and port cargo traffic posted their best growth performances for April in many years.

The ministry added that it was hopeful of a good year ahead even as April was too early to provide the full forecast for the year.

Milestone Alert!Livemint tops charts as the fastest growing news website in the world 🌏 Click here to know more."
266,mint,Why has RBI set Sept 30 deadline to exchange ₹2000 notes?,https://www.livemint.com/news/india/rbi-expects-return-of-most-rs-2-000-notes-by-september-30-governor-das-11684737952403.html,22 May 2023,,"The Reserve Bank of India is expecting the return of most ₹2,000 notes by September 30, said RBI Governor Shaktikanta Das while speaking to media persons for the first time since the surprise decision to withdraw the highest denomination currency note was announced.

“Most of the withdrawn ₹2,000 rupee notes are expected to be returned by the deadline of September 30. The decision was part of currency management. ₹2,000 currency notes continue to be legal tender,"" Das said.

He also said that the deadline of September 30 for the exchange of ₹2000 notes was decided so that people take the process seriously and it does not become endless.

""...Time is given up to Sept 30 (for exchange of notes) so that it is taken seriously, otherwise, if you leave it open-ended, it becomes a kind of an endless process,"" Shaktikanta Das said in an interaction with the media.

“We have clearly explained in our press note that the ₹2000 notes were primarily issued for the purpose of quickly replenishing the value of money which was being taken out from the system when the legal tender status of then-prevailing ₹1000 and ₹500 notes was withdrawn..(demonetization). That purpose has been fulfilled, today there are enough notes in circulation, of other denominations,"" he added.

He stated that the Indian currency management system is very robust, and the exchange rate has remained stable despite the crisis in financial markets due to the Ukraine war and the failure of certain banks in the West, PTI reported.

Das said that the impact of the withdrawal on the Indian economy will be ‘very very marginal’ as ₹2,000 currency notes made up for just 10.8% of the total currency in circulation.

He added that ₹2,000 rupee notes were introduced primarily to replenish the currency that was withdrawn following the 2016 demonetization.

While the withdrawn 2,000 rupee notes can either be deposited in bank accounts or exchanged for other currency, banks have been advised to make necessary arrangements for exchange, he said.

“We expect most of the ₹2,000 banknotes to come back to the exchequer by September 30. We have more than adequate quantities of printed notes already available in the system, not just with RBI but with currency chests operated by banks. There is no reason to worry. We have sufficient stocks, no need to worry,"" the RBI Governor further said.

RBI, he said, was sensitive to difficulties faced by people and would come out with regulations if need be.

“The existing income tax requirement of furnishing PAN for deposits of ₹50,000 or more in bank accounts will continue to apply for deposits of the withdrawn 2000 rupee notes,"" he said, adding that liquidity in the system is being monitored on a daily basis.

(With PTI inputs)

Milestone Alert!Livemint tops charts as the fastest growing news website in the world 🌏 Click here to know more."
267,mint,The Rising Fuel Demand in India | Mint Explains | Mint,https://www.livemint.com/videos/the-rising-fuel-demand-in-india-mint-explains-mint-11684735365382.html,22 May 2023,,"The Rising Fuel Demand in India | Mint Explains | Mint

Updated: 22 May 2023, 11:35 AM IST

Why India’s demand for fuel is rising? India's dem... moreWhy India’s demand for fuel is rising? India's demand for fuel is rising due to a combination of factors such as increased industrial activity, robust domestic consumption, and profitable refining from record Russian crude imports. Refiners in India have become Russia's key oil client, purchasing discounted crude that Western nations have shunned since the invasion of Ukraine. Indian refiners pay for most of their Russian oil via Dubai-based traders in UAE dirhams instead of US dollars. However, if the price of Russian crude rises above the G7 price cap, traders may have to seek alternative methods of payment, which could aid Russia's efforts to de-dollarize its economy in response to Western sanctions."
268,mint,How the scrapping of 2000-rupee note will affect Indian economy economy?,https://www.livemint.com/news/india/what-does-the-decision-to-scrap-2000-rupee-note-means-for-indian-economy-banks-11684563808459.html,20 May 2023,,"Another Indian currency denomination is going to be withdrawn from circulation. This time it is the highest banknote ₹2000 which will not be issued by banks anymore. However, RBI has directed banks to help customers in exchanging their ₹2000 notes or deposits in this denomination. One can't help but remember the so-called demonetisation move that hit the country in November 2016. However, there is a difference though. The withdrawal of ₹2000 banknotes is not expected to be less disruptive than compared the scrapping of 86% of India's currency in circulation over 6 years ago.

According to analysts and economists, Reuters reported that while the government and the central bank did not specify the reason for the timing of the move, however, it comes ahead of state and general elections in the country when cash usage typically spikes.

The move ahead of general elections is seen as a wise decision.

Rupa Rege Nitsure, group chief economist at L&T Finance Holdings told Reuters that “this withdrawal will not create any big disruption, as the notes of smaller quantity are available in sufficient quantity."" He added, ""Also in the past 6-7 years, the scope of digital transactions and e-commerce has expanded significantly.""

However, Yuvika Singhal, an economist at QuantEco Research pointed out that small businesses and cash-oriented sectors such as agriculture and construction may face inconvenience in the near term.

Also, Singhal highlighted that to the extent that people holding these notes chose to make purchases with them rather than deposit them in bank accounts, there could be some spurt in discretionary purchases such as gold

On the impact on banks, Madhavi Arora, an economist at Emkay Global Financial Services stated that since all the 2000-rupee notes will come back in the banking system, we will see a reduction in cash in circulation and that will in turn help improve banking system liquidity.

Meanwhile, Karthik Srinivasan, Senior Vice President of Financial Sector Ratings, at ICRA said, ""As witnessed during demonetisation, we expect the deposit accretion of banks could improve marginally in near term. This will ease the pressure on deposit rate hikes and could also result in moderation in short-term interest rates.""

Only 10.8% of India's currency in circulation is being withdrawn!

As per RBI's data, about 89% of ₹2000 notes were issued prior to March 2017 and are at the end of their estimated life-span of 4-5 years. The total value of these banknotes in circulation has sharply declined to ₹3.62 lakh crore constituting only 10.8% of notes in circulation as of March 31, 2023 --- from ₹6.73 lakh crore at its peak as on March 31, 2018, which was 37.3% of Notes in Circulation at that time.

RBI has directed the public that they can either deposit ₹2000 banknotes into their bank accounts and/or exchange them for banknotes of other denominations at any bank branch.

However, RBI announced a limit of ₹20,000 on exchanging the ₹2000 banknotes starting from May 23 to September 30, 2023. This is done to avoid disruption of the regular activities of bank branches.

But it also needs to be noted that ₹2000 denomination banknote will still continue to be legal tender even after September 30, 2023.

According to S. Ravi Promoter & Managing Partner, Ravi Rajan & Co. LLP, the 2000 rupee note will continue to be legal tender for normal transactions till 30th September, according to S. Ravi, an expert on the matter. He further explained that there is a limit of exchanging 20,000 rupees at a time, and any amount exceeding that can be deposited in one's bank account as per the set norms.

Regarding the impact on the economy, Ravi stated, ""The effects will be temporary, and the Reserve Bank of India providing clear guidelines and FAQs, there is expected to be reduced panic compared to the time of demonetization. The increased adoption of digital transactions and the availability of 100 and 500 rupee denominations will help minimize disruptions for individuals heavily reliant on cash transactions. However, there will be a noticeable reduction in the overall cash circulation.""

When asked about the withdrawal of the 2000 rupee notes, Ravi pointed out that the Reserve Bank of India had printed 3.7 billion 2000 rupee notes, amounting to 7.4 trillion rupees thus far. The decision to discontinue printing these notes was anticipated, as RBI had not printed fresh 2000 rupee notes since 2019. It is interesting to note that the detection of 13,604 counterfeit notes of the 2000 rupee denomination during the 2021-22 financial year, rerepresents 54.6% increase from the previous year.

""This decision aligns with the RBI's 'Clean Note Policy' and aims to eliminate low-velocity notes from circulation,"" Ravi added. He emphasized that such measures are not uncommon, citing the example of the United Kingdom introducing polymer notes in 2016 to enhance security features and reduce counterfeiting.

Regarding the absence of 2000 rupee notes as the largest denomination, Ravi stated, ""It will have minimal impact, similar to the situation in the United States, where the largest currency denomination is $100.""

In conclusion, the Reserve Bank of India's decision to phase out 2000 rupee notes supports the objectives of the 'Clean Note Policy.' While the economy may experience temporary effects, the availability of smaller denominations and the growing digital transactions landscape are expected to mitigate disruptions caused by the reduction in cash circulation, Ravi added.

(With inputs from Reuters)

Milestone Alert!Livemint tops charts as the fastest growing news website in the world 🌏 Click here to know more."
269,mint,Can India Become a Developed Economy and Catch Up with China? | Mint Explains | Mint,https://www.livemint.com/videos/can-india-become-a-developed-economy-and-catch-up-with-china-mint-explains-mint-11684386293755.html,18 May 2023,,"Can India Become a Developed Economy and Catch Up with China? | Mint Explains | Mint

Updated: 18 May 2023, 10:36 AM IST

The video discusses India's potential for becoming... moreThe video discusses India's potential for becoming a developed economy and compares its growth prospects to those of China. It basically talks about three different scenarios that could play out for India's growth in the future, depending on different factors. We will also shed light on four things we need to keep in mind when thinking about India's overall growth prospects."
270,mint,"India’s economy backed by domestic demand, but high cost of funds hinders investments: UN report",https://www.livemint.com/economy/indias-economy-backed-by-domestic-demand-but-high-cost-of-funds-hinders-investments-un-report-11684340454975.html,17 May 2023,,"NEW DELHI : India's economy is projected to expand by 5.8% in calendar year 2023, supported by resilient domestic demand, according to the latest World Economic Situation and Prospects report released by the United Nations. The report, however, underscored the high cost of funds and weak external demand that will continue to pose challenges for investments and exports.

India's official estimate for current financial year ending March 2024 is a 6.5% growth.

The UN report also forecasts a growth rate of 6.7% for India in calendar year 2024, indicating a positive outlook for the country's economic performance in the coming years.

""India's economy, the largest in the South Asia region, is expected to grow by 5.8% in 2023 and 6.7% in 2024 (on a calendar year basis), driven by resilient domestic demand. However, elevated interest rates and subdued external demand will continue to weigh on investment and exports in 2023,"" stated the report.

Despite this growth trajectory, the report highlights that India's economy still faces challenges in achieving pre-pandemic growth levels.

The report further notes that inflation in India is anticipated to decelerate to 5.5% in 2023, as global commodity prices stabilize and a slower currency depreciation reduces imported inflation.

In April, India's retail inflation reached an 18-month low of 4.70%, according to data released by the National Statistical Office (NSO) on 12 May. The consumer price index (CPI) remained below the upper threshold of the Reserve Bank of India's medium-term target of 4%±2.

The Reserve Bank of India decided to maintain the policy rate at 6.5% in April 2023, following a cumulative increase of 250 basis points since May 2022.

The report also warns of a prolonged period of low growth and highlights the enduring effects of the COVID-19 pandemic and climate change as factors contributing to the uncertain global economic outlook.

For many developing countries, including those in Africa and Latin America, tightening credit conditions and rising costs of external financing have led to deteriorating growth prospects. GDP per capita in these regions is projected to increase only marginally this year, reinforcing a longer-term trend of stagnant economic performance.

Additionally, the report points out that the least developed countries are expected to grow at a rate below the target set in the 2030 agenda for sustainable development.

""The current global economic outlook presents an immediate challenge to delivering on the SDGs,"" said UN Under-Secretary-General for Economic and Social Affairs, Li Junhua.

""The global community must urgently address the growing shortages of funding faced by many developing countries, strengthening their capacities to make critical investments in sustainable development and helping them transform their economies to achieve inclusive and sustained long-term growth.""

Milestone Alert!Livemint tops charts as the fastest growing news website in the world 🌏 Click here to know more."
271,mint,What Makes India-EU Trade & Tech Council Meeting A ‘Strategic Milestone’?,https://www.livemint.com/videos/what-makes-india-eu-trade-tech-council-meeting-a-strategic-milestone-11684317493897.html,17 May 2023,,"What Makes India-EU Trade & Tech Council Meeting A ‘Strategic Milestone’?

Updated: 17 May 2023, 03:30 PM IST

European Commission describes the partnership betw... moreEuropean Commission describes the partnership between India and the EU as one of the most crucial relationships for the upcoming decade. EU Commission sees strengthening its partnership with India as a key priority. And in that direction, TTC or the Trade and Tech Council is an important step. The first TTC meeting between India and the EU was held on Tuesday."
